School,YrLevel,Domain,EDID,First Name,Last Name,Date of Birth,Year Level,Sex,Indigenous Status,LBOTE Status,Parent 1 School Education,Parent 1 Non-School Education,Parent 1 Occupation,Parent 2 School Education,Parent 2 Non-School Education,Parent 2 Occupation,Student LOTE,Parent 1 LOTE,Parent 2 LOTE,Country of Birth,Local School Student ID,Diocesan Student ID,TAA Student ID,Platform Student ID,Previous Local School Student ID,Previous Diocesan Student ID,Previous TAA Student ID,Previous Platform Student ID,ClassGroup,Education Support,Full Fee Paying Student,Visa Code,Home Schooled Student,Sensitive,Address Line 1,Address Line 2,Locality,Postcode,State,School Code,School Name,R_Score,W_Score,S_Score,G_Score,N_Score,R_Comment,W_Comment,S_Comment,G_Comment,N_Comment,R_Mean,W_Mean,S_Mean,G_Mean,N_Mean,R_Participation,W_Participation,S_Participation,G_Participation,N_Participation,R_Pathway,W_Pathway,S_Pathway,G_Pathway,N_Pathway,R_Stddev,W_Stddev,S_Stddev,G_Stddev,N_Stddev,R_DomainBand,W_DomainBand,S_DomainBand,G_DomainBand,N_DomainBand
21221,7,AllDomains,863957213,Alonzo,Christiansen,2009-02-20,7,1,4,1201,2,8,4,2,7,1,1201,1201,1201,1101,863957213,,863957213,R100000242E,,,,,7F,N,1,,N,N,,,,,,21221,Wishram Combined College,565.62,,565.00,,575.78,,,,,,620,607,626,569,679,P,E,P,A,P,A:B:C,,SA:SD:PD,,NC:B:C:F,19.66,,20.00,,18.02,7,,7,,7
21221,3,AllDomains,319048887,Shellie,Nagel,2009-12-11,3,2,3,1201,1,5,2,3,6,4,1201,5203,1201,1101,319048887,,319048887,R100000239S,,,,,3A,N,1,,N,N,,,,,,21221,Wishram Combined College,418.85,,441.00,405.00,411.15,,,,,,493,,586,565,399,P,,P,P,P,A:D:E,,SA:SB:PB,GE,CA:B:E,22.44,,20.51,18.66,22.86,5,,6,5,5
21214,3,AllDomains,70232588,Laurene,Ventimiglia,2009-02-01,3,2,1,5203,2,8,3,4,5,4,5203,1201,5203,3307,70232588,,70232588,R100000067G,,,,,3B,N,2,,N,N,,,,,,21214,Iliac Primary College,418.85,,,0.00,415.00,,,,,,517,,551,433,559,P,,W,P,P,A:C:B,,,GB,NC:D:F,22.55,,,18.68,22.33,5,,,0,5
21215,5,AllDomains,747044761,Beatrice,Connelly,2009-10-05,5,2,2,1201,2,7,4,4,8,4,1201,1201,1201,1101,747044761,,747044761,R100000082E,,,,,5E,N,1,,N,N,,,,,,21215,Isovalerate Combined College,525.00,0.0,503.00,521.00,541.67,,,,,,574,522,586,650,682,P,R,P,P,P,A:D:C,,SA:SD:PB,GC,A:D:C,19.74,0.0,21.02,21.85,18.46,6,0,6,6,7
21220,7,AllDomains,668085738,Rex,Horton,2009-01-02,7,1,3,1201,1,5,2,4,7,4,1201,1201,9601,1101,668085738,,668085738,R100000216R,,,,,7E,N,2,,N,N,,,,,,21220,Unturpentined Secondary College,575.00,625.00,577.00,565.00,584.38,,,,,,620,660,638,695,713,P,P,P,P,P,A:D:E,,SA:SB:PB,GE,A:B:C:F,19.68,20.16,21.17,21.75,19.93,7,9,7,7,7
21218,7,AllDomains,297514420,Claude,Allen,2009-05-23,7,1,1,1201,3,6,1,3,6,4,1201,1201,5203,1101,297514420,,297514420,R100000169A,,,,,7B,N,1,,N,N,,,,,,21218,Redistrainer Secondary College,,625.00,,0.00,571.09,,,,,,745,730,717,699,550,W,P,X,P,P,,,,G,NC:D:C:E,,21.89,,19.39,20.10,,9,,0,7
21218,9,AllDomains,549297543,Judi,Lloyd,2009-09-16,9,2,3,1201,3,7,2,1,5,2,1201,1201,1201,1101,549297543,,549297543,R100000151M,,,,,9C,N,2,,N,N,,,,,,21218,Redistrainer Secondary College,620.62,655.00,,583.00,,,,,,,644,671,612,651,724,P,P,X,P,S,A:B:C,,,GC,CA:D:C:F,19.95,20.06,,20.23,,9,10,,8,
21218,9,AllDomains,804320309,Manuel,Hadley,2009-05-18,9,1,2,1201,2,6,3,4,7,2,1201,1201,1201,4111,804320309,,804320309,R100000174A,,,,,9D,N,1,,N,N,,,,,,21218,Redistrainer Secondary College,617.50,655.00,619.00,607.00,608.12,,,,,,644,745,612,651,724,P,P,P,P,P,A:D:C,,SA:SB:PB,GC,A:B:E:F,21.90,20.17,19.87,20.54,18.05,9,10,9,8,8
21212,5,AllDomains,600949416,Wilton,Buck,2009-11-08,5,1,4,5203,1,6,2,1,8,4,5203,1201,1201,1101,600949416,,600949416,R100000015E,,,,,5C,N,2,,N,N,,,,,,21212,Anticapital Primary College,,575.00,551.00,0.00,535.00,,,,,,656,643,528,584,567,X,P,P,P,P,,,SA:SD:PB,G,A:B:E,,20.85,19.43,18.25,20.11,,8,7,0,6
21221,5,AllDomains,749764543,Sheree,Taylor,2009-02-07,5,2,4,1201,2,5,2,1,6,4,1201,1201,5203,1101,749764543,,749764543,R100000243D,,,,,5D,N,1,,N,N,,,,,,21221,Wishram Combined College,531.67,,533.00,533.00,538.33,,,,,,543,500,548,579,524,P,S,P,P,P,A:B:C,,SA:SD:PB,GC,A:D:E,21.82,,22.02,18.50,18.52,6,,6,6,7
21219,9,AllDomains,685952291,Alvin,Webb,2009-11-10,9,1,4,5203,3,5,3,4,5,2,5203,7100,1201,1101,685952291,,685952291,R100000183S,,,,,9C,N,2,,N,N,,,,,,21219,Trotcozy Secondary College,617.50,505.00,625.00,601.00,617.50,,,,,,767,727,748,774,608,P,P,P,P,P,A:D:F,,SA:SD:PB,GF,CA:B:E:F,20.88,18.75,18.08,18.72,22.48,9,6,9,8,9
21215,7,AllDomains,500224274,Normand,Abbott,2009-09-02,7,1,4,1201,2,6,1,2,5,2,1201,1201,1201,1101,500224274,,500224274,R100000078D,,,,,7F,N,2,,N,N,,,,,,21215,Isovalerate Combined College,593.75,,577.00,595.00,571.09,,,,,,748,611,644,694,676,P,S,P,P,P,A:B:F,,SA:SB:PB,GF,CA:D:C:E,19.39,,20.14,19.99,18.14,8,,7,8,7
21221,9,AllDomains,17572599,Jeanine,Robertson,2009-10-25,9,2,4,1201,3,7,3,1,7,2,1201,1201,1201,2100,17572599,,17572599,R100000229P,,,,,9A,N,1,,N,N,,,,,,21221,Wishram Combined College,601.88,655.00,601.00,631.00,595.62,,,,,,708,710,680,634,775,P,P,P,P,P,A:B:E,,SA:SB:PB,GE,A:B:E:F,21.30,20.55,19.52,22.26,18.15,8,10,8,9,8
21212,5,AllDomains,872347538,Leroy,Beiler,2009-04-18,5,1,1,1201,2,5,1,2,6,1,1201,1201,1201,1101,872347538,,872347538,R100000001E,,,,,5E,N,2,,N,N,,,,,,21212,Anticapital Primary College,511.67,575.00,527.00,545.00,511.67,,,,,,656,637,528,584,567,P,P,P,P,P,A:B:C,,SA:SB:PD,GC,A:B:E,22.60,18.16,21.20,20.67,21.94,6,8,6,7,6
21215,7,AllDomains,796511436,Daniel,Keeton,2009-04-10,7,1,3,1201,1,6,2,3,6,3,1201,1201,9601,1101,796511436,,796511436,R100000076K,,,,,7B,N,2,,N,N,,,,,,21215,Isovalerate Combined College,596.88,475.00,,571.00,573.44,,,,,,748,611,644,694,676,P,P,X,P,P,A:D:E,,,GE,NC:D:E:F,22.54,20.85,,19.65,22.96,8,5,,7,7
21217,3,AllDomains,912219902,Fannie,Spradley,2009-01-03,3,2,4,2201,2,8,4,3,5,3,2201,1201,1201,1101,912219902,,912219902,R100000136R,,,,,3F,N,2,,N,N,,,,,,21217,Phyllostoma Combined College,407.31,,417.00,423.00,,,,,,,431,,425,418,484,P,,P,P,A,A:B:C,,SA:SB:PB,GC,,22.65,,21.32,18.51,,5,,5,5,
21212,3,AllDomains,799288106,Tiesha,Pharris,2009-01-14,3,2,2,7100,2,5,1,2,5,1,7100,1201,1201,4111,799288106,,799288106,R100000016D,,,,,3C,N,2,,N,N,,,,,,21212,Anticapital Primary College,415.00,,417.00,429.00,415.00,,,,,,582,,416,587,509,P,,P,P,P,A:D:F,,SA:SB:PD,GF,NC:D:F,18.61,,19.91,22.96,20.23,5,,5,6,5
21218,9,AllDomains,899750212,Juanita,Motley,2009-12-19,9,2,2,5203,2,6,3,2,7,1,5203,1201,1201,1101,899750212,,899750212,R100000162E,,,,,9E,N,2,,N,N,,,,,,21218,Redistrainer Secondary College,608.12,505.00,589.00,0.00,0.0,,,,,,644,745,612,651,724,P,P,P,P,R,A:C:B,,SA:SD:PD,GB,A:B:C:F,19.62,19.83,18.04,22.99,0.0,8,6,8,0,0
21221,5,AllDomains,880056195,Gerda,Pursley,2009-01-12,5,2,1,1201,2,7,4,3,5,1,1201,1201,1201,4111,880056195,,880056195,R100000245M,,,,,5E,N,1,,N,N,,,,,,21221,Wishram Combined College,525.00,575.00,497.00,,,,,,,,543,500,548,579,524,P,P,P,C,C,A:D:C,,SA:SD:PD,,,22.96,19.29,20.04,,,6,8,5,,
21215,9,AllDomains,691066350,Tracey,Wood,2009-08-03,9,2,1,1201,2,5,4,2,6,4,1201,1201,1201,1101,691066350,,691066350,R100000077E,,,,,9B,N,1,,N,N,,,,,,21215,Isovalerate Combined College,614.38,655.00,601.00,625.00,,,,,,,649,723,618,745,596,P,P,P,P,X,A:B:C,,SA:SB:PB,GC,,20.35,19.62,20.63,21.38,,8,10,8,9,
21214,3,AllDomains,503927230,Emmett,Dison,2009-04-12,3,1,2,1201,3,6,2,1,5,2,1201,1201,1201,1101,503927230,,503927230,R100000066M,,,,,3A,N,1,,N,N,,,,,,21214,Iliac Primary College,418.85,,411.00,435.00,438.08,,,,,,517,,551,433,559,P,,P,P,P,A:B:F,,SA:SB:PB,GF,CA:D:C,22.61,,21.94,18.29,22.08,5,,5,6,6
21219,7,AllDomains,744221821,Valentina,Hendricks,2009-12-16,7,2,1,1201,3,7,1,2,7,1,1201,1201,1201,1101,744221821,,744221821,R100000191H,,,,,7D,N,2,,N,N,,,,,,21219,Trotcozy Secondary College,578.12,625.00,559.00,595.00,566.41,,,,,,567,665,671,664,595,P,P,P,P,P,A:D:E,,SA:SB:PD,GE,CA:D:C:E,22.67,22.44,18.88,20.95,18.26,7,9,7,8,7
21220,7,AllDomains,23518540,Santa,Pierce,2009-12-19,7,2,4,1201,1,8,2,2,6,4,1201,1201,1201,1101,23518540,,23518540,R100000202R,,,,,7A,N,2,,N,N,,,,,,21220,Unturpentined Secondary College,575.00,,565.00,577.00,573.44,,,,,,620,660,638,695,713,P,A,P,P,P,A:B:F,,SA:SB:PD,GF,CA:B:E:F,19.24,,22.05,22.74,18.57,7,,7,7,7
21214,3,AllDomains,867232991,Dora,Palm,2009-08-14,3,2,2,7100,3,8,3,1,7,2,7100,1201,1201,1101,867232991,,867232991,R100000068H,,,,,3D,N,1,,N,N,,,,,,21214,Iliac Primary College,430.38,,0.0,393.00,422.69,,,,,,517,,551,433,559,P,,R,P,P,A:B:E,,SA:SB:PB,GE,NC:D:E,21.22,,0.0,21.27,21.75,6,,0,5,5
21212,3,AllDomains,165911230,Juli,Kent,2009-06-21,3,2,4,1201,4,6,1,1,7,1,1201,2201,1201,1101,165911230,,165911230,R100000013A,,,,,3D,N,2,,N,N,,,,,,21212,Anticapital Primary College,411.15,,435.00,423.00,415.00,,,,,,582,,416,587,509,P,,P,P,P,A:B:C,,SA:SD:PB,GC,A:D:F,18.15,,22.11,20.25,21.85,5,,6,5,5
21214,5,AllDomains,31407761,Orville,Allred,2009-04-05,5,1,4,1201,1,7,4,1,5,4,1201,1201,1201,1101,31407761,,31407761,R100000058E,,,,,5B,N,2,,N,N,,,,,,21214,Iliac Primary College,531.67,575.00,539.00,,515.00,,,,,,557,682,531,533,572,P,P,P,W,P,A:B:C,,SA:SD:PB,,CA:D:E,22.81,22.47,21.98,,19.50,6,8,7,,6
21219,9,AllDomains,348983856,Bobby,Echols,2009-01-07,9,1,4,1201,1,7,2,2,6,3,1201,1201,2201,6101,348983856,,348983856,R100000194M,,,,,9D,N,1,,N,N,,,,,,21219,Trotcozy Secondary College,605.00,655.00,619.00,601.00,605.78,,,,,,767,727,748,774,608,P,P,P,P,P,A:B:E,,SA:SB:PB,GE,NC:B:C:F,19.58,20.10,20.01,18.06,21.84,8,10,9,8,8
21215,5,AllDomains,133472063,Elda,Luis,2009-12-02,5,2,4,1201,3,6,3,1,6,2,1201,7100,1201,1101,133472063,,133472063,R100000075R,,,,,5A,N,2,,N,N,,,,,,21215,Isovalerate Combined College,535.00,575.00,,503.00,538.33,,,,,,574,539,586,650,682,P,P,C,P,P,A:B:F,,,GF,CA:D:C,18.64,18.21,,20.74,20.83,6,8,,6,7
21216,3,AllDomains,850988822,Travis,Hopper,2009-09-10,3,1,2,1201,4,6,2,4,6,2,1201,1201,1201,1101,850988822,,850988822,R100000116S,,,,,3A,N,2,,N,N,,,,,,21216,Ophthalmoplegia Combined College,430.38,,417.00,417.00,,,,,,,510,,392,414,555,P,,P,P,A,A:B:E,,SA:SD:PB,GE,,21.35,,19.32,19.55,,6,,5,5,
21213,3,AllDomains,438794451,Jeffery,Floyd,2009-08-05,3,1,3,1201,1,5,4,2,7,3,1201,5203,1201,1101,438794451,,438794451,R100000040D,,,,,3D,N,2,,N,N,,,,,,21213,Hippocentaur Primary College,438.08,,411.00,0.0,411.15,,,,,,578,,546,505,535,P,,P,R,P,A:B:F,,SA:SD:PB,GF,A:D:C,20.95,,20.49,0.0,21.31,6,,5,0,5
21220,9,AllDomains,343362773,Beulah,Garcia,2009-12-10,9,2,2,1201,1,8,1,2,6,1,1201,1201,2201,1101,343362773,,343362773,R100000205P,,,,,9F,N,1,,N,N,,,,,,21220,Unturpentined Secondary College,,505.00,607.00,613.00,608.12,,,,,,759,721,655,617,662,S,P,P,P,P,A:D:C,,SA:SB:PB,GC,CA:D:C:F,,20.53,21.92,22.40,20.91,,6,8,8,8
21212,5,AllDomains,951674161,Genaro,Finch,2009-01-06,5,1,4,1201,2,7,4,4,8,3,1201,1201,1201,1101,951674161,,951674161,R100000009M,,,,,5E,N,2,,N,N,,,,,,21212,Anticapital Primary College,521.67,575.00,,545.00,505.00,,,,,,656,637,528,584,567,P,P,A,P,P,A:B:E,,,GE,NC:D:C,18.13,21.15,,18.51,19.13,6,8,,7,6
21220,7,AllDomains,237840113,Phyllis,Maurer,2009-01-23,7,2,3,1201,1,6,2,1,8,1,1201,1201,1201,1101,237840113,,237840113,R100000224D,,,,,7C,N,2,,N,N,,,,,,21220,Unturpentined Secondary College,,475.00,577.00,0.00,587.50,,,,,,620,660,638,695,713,C,P,P,P,P,,,SA:SB:PB,G,NC:D:E:F,,18.25,19.52,20.06,22.87,,5,7,0,8
21218,9,AllDomains,648654892,Ruben,Lane,2009-12-14,9,1,4,1201,2,8,4,1,7,1,1201,5203,1201,1101,648654892,,648654892,R100000172H,,,,,9C,N,2,,N,N,,,,,,21218,Redistrainer Secondary College,620.62,655.00,,0.00,611.25,,,,,,644,745,612,651,724,P,P,W,P,P,A:C:B,,,GB,A:B:C:F,22.14,22.07,,20.56,21.22,9,10,,0,8
21215,9,AllDomains,948766497,Armando,Lieberman,2009-05-12,9,1,2,1201,3,6,4,1,6,3,1201,1201,1201,1101,948766497,,948766497,R100000092H,,,,,9D,N,2,,N,N,,,,,,21215,Isovalerate Combined College,614.38,505.00,613.00,601.00,617.50,,,,,,649,723,618,745,596,P,P,P,P,P,A:D:F,,SA:SB:PD,GF,CA:B:C:E,22.69,19.60,18.43,21.49,21.24,8,6,8,8,9
21216,7,AllDomains,60555998,Seth,Robertson,2009-09-10,7,1,2,1201,4,8,3,1,6,2,1201,1201,1201,1101,60555998,,60555998,R100000123K,,,,,7B,N,2,,N,N,,,,,,21216,Ophthalmoplegia Combined College,575.00,,541.00,,587.50,,,,,,654,721,726,644,663,P,A,P,S,P,A:C:B,,SA:SB:PB,GB,NC:D:C:E,22.22,,20.43,,18.00,7,,6,,8
21213,3,AllDomains,938798662,Maribel,Dixon,2009-10-18,3,2,2,1201,2,8,2,4,5,2,1201,2201,5203,4111,938798662,,938798662,R100000027A,,,,,3F,N,2,,N,N,,,,,,21213,Hippocentaur Primary College,415.00,,405.00,,426.54,,,,,,578,,546,505,535,P,,P,S,P,A:B:E,,SA:SD:PB,GE,CA:D:E,21.60,,19.65,,20.72,5,,5,,5
21219,7,AllDomains,843681862,Benedict,Johnson,2009-02-22,7,1,4,1201,3,8,2,4,8,4,1201,1201,1201,1101,843681862,,843681862,R100000195E,,,,,7A,N,1,,N,N,,,,,,21219,Trotcozy Secondary College,593.75,625.00,,0.00,575.78,,,,,,567,599,671,664,595,P,P,A,P,P,A:C:B,,,GB,NC:B:C:F,22.90,22.06,,18.38,18.85,8,9,,0,7
21213,3,AllDomains,470222285,Sharon,Young,2009-05-10,3,2,2,1201,4,6,3,1,8,2,1201,1201,1201,3307,470222285,,470222285,R100000044E,,,,,3A,N,1,,N,N,,,,,,21213,Hippocentaur Primary College,415.00,,0.0,399.00,418.85,,,,,,578,,546,505,535,P,,R,P,P,A:D:C,,SA:SB:PD,GC,CA:D:F,22.62,,0.0,22.17,19.69,5,,0,5,5
21217,5,AllDomains,327244049,Diane,Sims,2009-10-08,5,2,3,1201,1,7,4,3,8,2,1201,1201,1201,1101,327244049,,327244049,R100000138E,,,,,5C,N,1,,N,N,,,,,,21217,Phyllostoma Combined College,508.33,575.00,527.00,515.00,528.33,,,,,,528,519,518,519,606,P,P,P,P,P,A:B:F,,SA:SB:PB,GF,CA:B:F,20.72,18.96,21.30,18.79,22.75,6,8,6,6,6
21213,3,AllDomains,200021907,Jannie,Lee,2009-02-10,3,2,3,1201,3,7,4,4,7,2,1201,1201,1201,4111,200021907,,200021907,R100000030H,,,,,3B,N,2,,N,N,,,,,,21213,Hippocentaur Primary College,426.54,,429.00,435.00,430.38,,,,,,578,,546,505,535,P,,P,P,P,A:B:F,,SA:SD:PD,GF,A:B:E,22.05,,22.72,19.32,20.40,5,,6,6,6
21220,9,AllDomains,619028703,Alfredo,Akbar,2009-04-07,9,1,1,1201,1,6,1,1,8,4,1201,1201,1201,3307,619028703,,619028703,R100000215S,,,,,9F,N,1,,N,N,,,,,,21220,Unturpentined Secondary College,623.75,505.00,613.00,595.00,617.50,,,,,,759,744,655,617,662,P,P,P,P,P,A:B:F,,SA:SB:PD,GF,CA:B:C:E,21.30,20.88,19.98,21.06,22.22,9,6,8,8,9
21220,7,AllDomains,105664271,Mitchell,Bloom,2009-01-24,7,1,1,1201,3,5,3,3,8,2,1201,1201,1201,1101,105664271,,105664271,R100000211A,,,,,7F,N,2,,N,N,,,,,,21220,Unturpentined Secondary College,578.12,0.0,571.00,571.00,571.88,,,,,,620,660,638,695,713,P,R,P,P,P,A:D:C,,SA:SD:PB,GC,A:D:C:F,19.55,0.0,22.76,20.97,21.61,7,0,7,7,7
21212,5,AllDomains,282611052,Cordelia,Alvarado,2009-10-13,5,2,4,1201,3,7,2,4,8,1,1201,9601,1201,1101,282611052,,282611052,R100000010G,,,,,5B,N,1,,N,N,,,,,,21212,Anticapital Primary College,538.33,575.00,527.00,515.00,518.33,,,,,,656,643,528,584,567,P,P,P,P,P,A:D:F,,SA:SB:PB,GF,CA:D:E,18.54,19.06,19.53,19.82,20.12,7,8,6,6,6
21217,9,AllDomains,443154971,Donte,Johnson,2009-03-07,9,1,4,1201,4,5,2,3,7,4,1201,2201,7100,4111,443154971,,443154971,R100000127M,,,,,9A,N,2,,N,N,,,,,,21217,Phyllostoma Combined College,611.25,655.00,,583.00,610.47,,,,,,675,692,731,694,665,P,P,A,P,P,A:D:E,,,GE,NC:D:C:F,19.04,20.43,,22.02,22.43,8,10,,8,8
21212,3,AllDomains,912208774,Gladis,Clemmer,2009-09-07,3,2,3,1201,1,7,2,3,8,4,1201,1201,1201,1101,912208774,,912208774,R100000002D,,,,,3F,N,2,,N,N,,,,,,21212,Anticapital Primary College,422.69,,423.00,,426.54,,,,,,582,,416,587,509,P,,P,E,P,A:D:C,,SA:SB:PB,,A:B:E,19.24,,21.16,,21.34,5,,5,,5
21214,5,AllDomains,821927062,Tomeka,Templeton,2009-05-28,5,2,4,2201,4,6,1,4,7,3,2201,1201,1201,1101,821927062,,821927062,R100000074P,,,,,5B,N,1,,N,N,,,,,,21214,Iliac Primary College,555.00,575.00,527.00,551.00,528.33,,,,,,557,682,531,533,572,P,P,P,P,P,A:B:F,,SA:SB:PD,GF,CA:B:E,22.25,22.99,22.63,19.72,19.88,7,8,6,7,6
21214,3,AllDomains,539010323,Ruth,Mah,2009-02-15,3,2,4,1201,3,7,2,2,5,2,1201,1201,1201,1101,539010323,,539010323,R100000054H,,,,,3D,N,2,,N,N,,,,,,21214,Iliac Primary College,403.46,,423.00,,415.00,,,,,,517,,551,433,559,P,,P,S,P,A:B:E,,SA:SD:PD,GE,CA:B:E,21.50,,21.91,,21.00,5,,5,,5
21219,7,AllDomains,621711852,Adriana,Webb,2009-09-20,7,2,2,1201,4,8,3,1,8,4,1201,1201,1201,1101,621711852,,621711852,R100000175K,,,,,7F,N,2,,N,N,,,,,,21219,Trotcozy Secondary College,0.0,475.00,601.00,571.00,578.12,,,,,,567,599,671,664,595,R,P,P,P,P,A:D:C,,SA:SD:PB,GC,CA:B:C:F,0.0,19.67,19.42,18.61,20.00,0,5,8,7,7
21212,5,AllDomains,457520822,Hilda,Akbar,2009-07-03,5,2,1,1201,2,5,4,1,6,2,1201,1201,1201,1101,457520822,,457520822,R100000005G,,,,,5B,N,2,,N,N,,,,,,21212,Anticapital Primary College,525.00,575.00,503.00,539.00,531.67,,,,,,656,643,528,584,567,P,P,P,P,P,A:B:C,,SA:SB:PB,GC,NC:D:C,19.85,22.40,20.74,22.41,18.35,6,8,6,7,6
21215,9,AllDomains,439271349,Wilson,Oates,2009-11-18,9,1,1,1201,4,7,2,3,5,2,1201,1201,1201,1101,439271349,,439271349,R100000099R,,,,,9A,N,1,,N,N,,,,,,21215,Isovalerate Combined College,,505.00,619.00,0.00,615.16,,,,,,649,723,618,745,596,W,P,P,P,P,,,SA:SB:PB,G,CA:D:C:F,,20.23,18.26,19.13,22.34,,6,9,0,8
21215,9,AllDomains,823126537,Carolyn,Dallas,2009-07-11,9,2,3,1201,3,6,2,4,8,3,1201,1201,1201,1101,823126537,,823126537,R100000083D,,,,,9F,N,2,,N,N,,,,,,21215,Isovalerate Combined College,595.62,505.00,613.00,625.00,603.44,,,,,,649,681,618,745,596,P,P,P,P,P,A:D:F,,SA:SD:PD,GF,CA:D:E:F,18.18,20.57,21.96,22.60,18.09,8,6,8,9,8
21214,5,AllDomains,521388793,Tracey,Vasquez,2009-11-15,5,1,4,1201,1,5,2,2,7,1,1201,1201,1201,1101,521388793,,521388793,R100000060S,,,,,5A,N,2,,N,N,,,,,,21214,Iliac Primary College,541.67,575.00,539.00,557.00,531.67,,,,,,557,682,531,533,572,P,P,P,P,P,A:B:F,,SA:SD:PB,GF,CA:D:E,18.82,20.83,18.33,19.29,21.20,7,8,7,7,6
21212,5,AllDomains,343044931,Jonathon,Clevenger,2009-01-12,5,1,1,1201,1,7,3,2,7,3,1201,1201,1201,1101,343044931,,343044931,R100000006H,,,,,5E,N,1,,N,N,,,,,,21212,Anticapital Primary College,518.33,575.00,551.00,521.00,541.67,,,,,,656,643,528,584,567,P,P,P,P,P,A:D:E,,SA:SD:PD,GE,CA:B:C,22.73,22.57,20.51,18.85,23.00,6,8,7,6,7
21213,3,AllDomains,493598277,Camelia,Copeland,2009-07-08,3,2,3,1201,4,8,3,2,7,3,1201,1201,1201,6101,493598277,,493598277,R100000037R,,,,,3C,N,2,,N,N,,,,,,21213,Hippocentaur Primary College,422.69,,435.00,411.00,430.38,,,,,,578,,546,505,535,P,,P,P,P,A:B:E,,SA:SB:PB,GE,A:B:C,19.34,,22.63,22.42,18.51,5,,6,5,6
21213,5,AllDomains,746926784,Grady,Staats,2009-03-14,5,1,3,1201,3,5,4,1,5,2,1201,1201,1201,1101,746926784,,746926784,R100000028M,,,,,5A,N,1,,N,N,,,,,,21213,Hippocentaur Primary College,531.67,575.00,521.00,551.00,,,,,,,645,646,695,586,547,P,P,P,P,C,A:D:E,,SA:SD:PD,GE,,19.85,19.60,19.91,21.71,,6,8,6,7,
21214,3,AllDomains,62853932,Marian,Crain,2009-12-21,3,2,2,1201,1,6,1,1,7,1,1201,2201,1201,1101,62853932,,62853932,R100000062K,,,,,3D,N,1,,N,N,,,,,,21214,Iliac Primary College,418.85,,417.00,435.00,,,,,,,517,,551,433,559,P,,P,P,S,A:B:F,,SA:SD:PD,GF,CA:B:E,18.59,,21.00,22.52,,5,,5,6,
21219,9,AllDomains,20896464,Lettie,Hawkins,2009-01-08,9,2,2,1201,1,6,4,3,5,1,1201,1201,9601,1101,20896464,,20896464,R100000190G,,,,,9E,N,2,,N,N,,,,,,21219,Trotcozy Secondary College,626.88,505.00,589.00,619.00,601.88,,,,,,767,689,748,774,608,P,P,P,P,P,A:D:C,,SA:SD:PD,GC,A:D:C:E,22.79,21.31,20.41,20.68,20.99,9,6,8,9,8
21220,9,AllDomains,105780998,Bruce,Bowles,2009-05-15,9,1,1,5203,3,7,2,2,8,3,5203,1201,1201,1101,105780998,,105780998,R100000209H,,,,,9D,N,2,,N,N,,,,,,21220,Unturpentined Secondary College,601.88,655.00,595.00,607.00,,,,,,,759,721,655,617,662,P,P,P,P,A,A:D:F,,SA:SD:PD,GF,,20.63,21.16,22.45,21.43,,8,10,8,8,
21218,7,AllDomains,565645348,Elda,Lake,2009-11-01,7,2,3,1201,3,6,4,4,7,3,1201,1201,1201,1101,565645348,,565645348,R100000160R,,,,,7C,N,1,,N,N,,,,,,21218,Redistrainer Secondary College,593.75,625.00,553.00,571.00,590.62,,,,,,745,706,717,699,550,P,P,P,P,P,A:B:C,,SA:SB:PB,GC,A:B:C:F,22.01,20.16,20.19,20.89,18.17,8,9,7,7,8
