School,YrLevel,Domain,ACARA ID,School Name,Family Name,Given Name,Student PSI,Test Level,Test Domain,Parallel Path,Participation,Date,Start Time
21216,9,Numeracy,21216,Ophthalmoplegia Combined College,Terrell,Mack,R100000100E,9,Numeracy,A1:D1:C0:E1,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Gross,Roy,R100000043K,3,Grammar and Punctuation,E1,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Gross,Roy,R100000043K,3,Reading,A3:B1:E1,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Gross,Roy,R100000043K,3,Numeracy,CA1:D1:C0,R,,
21213,3,Spelling,21213,Hippocentaur Primary College,Gross,Roy,R100000043K,3,Spelling,SA1:SD1:PD1,P,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Alvarez,Shannon,R100000063E,3,Grammar and Punctuation,F1,P,,
21214,3,Reading,21214,Iliac Primary College,Alvarez,Shannon,R100000063E,3,Reading,A1:D1:F0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Alvarez,Shannon,R100000063E,3,Numeracy,,C,,
21214,3,Spelling,21214,Iliac Primary College,Alvarez,Shannon,R100000063E,3,Spelling,SA0:SB0:PD1,P,,
21216,5,Spelling,21216,Ophthalmoplegia Combined College,Leblanc,Ronnie,R100000102S,5,Spelling,SA0:SD0:PB0,P,,
21216,5,Writing,21216,Ophthalmoplegia Combined College,Leblanc,Ronnie,R100000102S,5,Writing,,P,,
21216,5,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Leblanc,Ronnie,R100000102S,5,Grammar and Punctuation,F0,P,,
21216,5,Reading,21216,Ophthalmoplegia Combined College,Leblanc,Ronnie,R100000102S,5,Reading,A1:B1:F0,P,,
21216,5,Numeracy,21216,Ophthalmoplegia Combined College,Leblanc,Ronnie,R100000102S,5,Numeracy,A3:D0:C0,P,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Ashby,James,R100000056R,3,Grammar and Punctuation,E1,P,,
21214,3,Reading,21214,Iliac Primary College,Ashby,James,R100000056R,3,Reading,A2:D0:E0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Ashby,James,R100000056R,3,Numeracy,,E,,
21214,3,Spelling,21214,Iliac Primary College,Ashby,James,R100000056R,3,Spelling,,E,,
21219,7,Numeracy,21219,Trotcozy Secondary College,Patton,Rudy,R100000177D,7,Numeracy,CA1:D1:C0:E0,P,,
21219,7,Writing,21219,Trotcozy Secondary College,Patton,Rudy,R100000177D,7,Writing,,P,,
21219,7,Spelling,21219,Trotcozy Secondary College,Patton,Rudy,R100000177D,7,Spelling,SA0:SD0:PB1,P,,
21219,7,Reading,21219,Trotcozy Secondary College,Patton,Rudy,R100000177D,7,Reading,A0:B0:F0,P,,
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Patton,Rudy,R100000177D,7,Grammar and Punctuation,F0,P,,
21215,3,GrammarAndPunctuation,21215,Isovalerate Combined College,Harder,Laurie,R100000093P,3,Grammar and Punctuation,G0,P,,
21215,3,Reading,21215,Isovalerate Combined College,Harder,Laurie,R100000093P,3,Reading,,E,,
21215,3,Numeracy,21215,Isovalerate Combined College,Harder,Laurie,R100000093P,3,Numeracy,A0:B1:E0,P,,
21215,3,Spelling,21215,Isovalerate Combined College,Harder,Laurie,R100000093P,3,Spelling,SA1:SD0:PB1,P,,
21219,9,Spelling,21219,Trotcozy Secondary College,Guardado,Anita,R100000188A,9,Spelling,SA0:SD1:PB1,P,,
21219,9,Writing,21219,Trotcozy Secondary College,Guardado,Anita,R100000188A,9,Writing,,P,,
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Guardado,Anita,R100000188A,9,Grammar and Punctuation,F0,P,,
21219,9,Reading,21219,Trotcozy Secondary College,Guardado,Anita,R100000188A,9,Reading,A3:B0:F0,P,,
21219,9,Numeracy,21219,Trotcozy Secondary College,Guardado,Anita,R100000188A,9,Numeracy,NC1:B1:C0:F0,P,,
21218,7,Numeracy,21218,Redistrainer Secondary College,Gallagher,Roger,R100000170M,7,Numeracy,A2:D1:E1:F0,P,,
21218,7,Writing,21218,Redistrainer Secondary College,Gallagher,Roger,R100000170M,7,Writing,,P,,
21218,7,Spelling,21218,Redistrainer Secondary College,Gallagher,Roger,R100000170M,7,Spelling,SA0:SD0:PB0,P,,
21218,7,Reading,21218,Redistrainer Secondary College,Gallagher,Roger,R100000170M,7,Reading,A3:D1:C0,R,,
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Gallagher,Roger,R100000170M,7,Grammar and Punctuation,C0,P,,
21215,7,Numeracy,21215,Isovalerate Combined College,Cooper,Elsie,R100000090M,7,Numeracy,NC1:D0:C0:E1,P,,
21215,7,Writing,21215,Isovalerate Combined College,Cooper,Elsie,R100000090M,7,Writing,,A,,
21215,7,Spelling,21215,Isovalerate Combined College,Cooper,Elsie,R100000090M,7,Spelling,,X,,
21215,7,Reading,21215,Isovalerate Combined College,Cooper,Elsie,R100000090M,7,Reading,A3:C0:B1,P,,
21215,7,GrammarAndPunctuation,21215,Isovalerate Combined College,Cooper,Elsie,R100000090M,7,Grammar and Punctuation,B0,P,,
21221,7,Numeracy,21221,Wishram Combined College,Hester,Damaris,R100000241K,7,Numeracy,NC1:D0:C0:F0,P,,
21221,7,Writing,21221,Wishram Combined College,Hester,Damaris,R100000241K,7,Writing,,X,,
21221,7,Spelling,21221,Wishram Combined College,Hester,Damaris,R100000241K,7,Spelling,SA1:SB0:PB1,P,,
21221,7,Reading,21221,Wishram Combined College,Hester,Damaris,R100000241K,7,Reading,A0:D1:C0,P,,
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Hester,Damaris,R100000241K,7,Grammar and Punctuation,C0,P,,
21221,9,Spelling,21221,Wishram Combined College,Harder,Mathew,R100000230A,9,Spelling,SA1:SD1:PD0,P,,
21221,9,Writing,21221,Wishram Combined College,Harder,Mathew,R100000230A,9,Writing,,P,,
21221,9,GrammarAndPunctuation,21221,Wishram Combined College,Harder,Mathew,R100000230A,9,Grammar and Punctuation,F1,P,,
21221,9,Reading,21221,Wishram Combined College,Harder,Mathew,R100000230A,9,Reading,A2:D1:F0,P,,
21221,9,Numeracy,21221,Wishram Combined College,Harder,Mathew,R100000230A,9,Numeracy,NC0:B0:E0:F0,P,,
21219,7,Numeracy,21219,Trotcozy Secondary College,Garcia,Damaris,R100000184R,7,Numeracy,CA0:D0:E1:F0,P,,
21219,7,Writing,21219,Trotcozy Secondary College,Garcia,Damaris,R100000184R,7,Writing,,P,,
21219,7,Spelling,21219,Trotcozy Secondary College,Garcia,Damaris,R100000184R,7,Spelling,SA0:SB0:PB1,P,,
21219,7,Reading,21219,Trotcozy Secondary College,Garcia,Damaris,R100000184R,7,Reading,A2:D0:E1,P,,
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Garcia,Damaris,R100000184R,7,Grammar and Punctuation,E0,P,,
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Ramey,Megan,R100000007P,3,Grammar and Punctuation,G0,P,,
21212,3,Reading,21212,Anticapital Primary College,Ramey,Megan,R100000007P,3,Reading,,E,,
21212,3,Numeracy,21212,Anticapital Primary College,Ramey,Megan,R100000007P,3,Numeracy,CA0:D0:E1,S,,
21212,3,Spelling,21212,Anticapital Primary College,Ramey,Megan,R100000007P,3,Spelling,SA0:SD0:PB0,P,,
21218,7,Numeracy,21218,Redistrainer Secondary College,Freeman,Clark,R100000168P,7,Numeracy,A3:B1:E1:F0,P,,
21218,7,Writing,21218,Redistrainer Secondary College,Freeman,Clark,R100000168P,7,Writing,,P,,
21218,7,Spelling,21218,Redistrainer Secondary College,Freeman,Clark,R100000168P,7,Spelling,SA1:SB1:PD0,P,,
21218,7,Reading,21218,Redistrainer Secondary College,Freeman,Clark,R100000168P,7,Reading,,E,,
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Freeman,Clark,R100000168P,7,Grammar and Punctuation,G0,P,,
21213,5,Spelling,21213,Hippocentaur Primary College,Barnes,Felipe,R100000036S,5,Spelling,,C,,
21213,5,Writing,21213,Hippocentaur Primary College,Barnes,Felipe,R100000036S,5,Writing,,P,,
21213,5,GrammarAndPunctuation,21213,Hippocentaur Primary College,Barnes,Felipe,R100000036S,5,Grammar and Punctuation,B0,P,,
21213,5,Reading,21213,Hippocentaur Primary College,Barnes,Felipe,R100000036S,5,Reading,A3:C0:B1,P,,
21213,5,Numeracy,21213,Hippocentaur Primary College,Barnes,Felipe,R100000036S,5,Numeracy,A2:B1:F0,P,,
21218,9,Spelling,21218,Redistrainer Secondary College,Rivera,Josefina,R100000153H,9,Spelling,,C,,
21218,9,Writing,21218,Redistrainer Secondary College,Rivera,Josefina,R100000153H,9,Writing,,S,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Rivera,Josefina,R100000153H,9,Grammar and Punctuation,E1,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Rivera,Josefina,R100000153H,9,Reading,A1:B1:E0,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Rivera,Josefina,R100000153H,9,Numeracy,NC0:B1:C0:F0,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Ivey,Leo,R100000220S,7,Numeracy,CA1:B0:C0:F0,S,,
21220,7,Writing,21220,Unturpentined Secondary College,Ivey,Leo,R100000220S,7,Writing,,P,,
21220,7,Spelling,21220,Unturpentined Secondary College,Ivey,Leo,R100000220S,7,Spelling,SA0:SB1:PD1,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Ivey,Leo,R100000220S,7,Reading,,W,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Ivey,Leo,R100000220S,7,Grammar and Punctuation,G0,R,,
21217,9,Spelling,21217,Phyllostoma Combined College,Taylor,Harrison,R100000131A,9,Spelling,SA1:SD0:PB1,P,,
21217,9,Writing,21217,Phyllostoma Combined College,Taylor,Harrison,R100000131A,9,Writing,,P,,
21217,9,GrammarAndPunctuation,21217,Phyllostoma Combined College,Taylor,Harrison,R100000131A,9,Grammar and Punctuation,G0,P,,
21217,9,Reading,21217,Phyllostoma Combined College,Taylor,Harrison,R100000131A,9,Reading,,E,,
21217,9,Numeracy,21217,Phyllostoma Combined College,Taylor,Harrison,R100000131A,9,Numeracy,CA1:D0:C0:E0,P,,
21218,9,Spelling,21218,Redistrainer Secondary College,Lewis,Irma,R100000167H,9,Spelling,SA0:SB1:PB1,P,,
21218,9,Writing,21218,Redistrainer Secondary College,Lewis,Irma,R100000167H,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Lewis,Irma,R100000167H,9,Grammar and Punctuation,E1,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Lewis,Irma,R100000167H,9,Reading,A0:B1:E1,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Lewis,Irma,R100000167H,9,Numeracy,A3:B1:C0:E1,P,,
21218,7,Numeracy,21218,Redistrainer Secondary College,Fitts,Louie,R100000158D,7,Numeracy,CA1:B0:C0:E0,P,,
21218,7,Writing,21218,Redistrainer Secondary College,Fitts,Louie,R100000158D,7,Writing,,P,,
21218,7,Spelling,21218,Redistrainer Secondary College,Fitts,Louie,R100000158D,7,Spelling,SA0:SD1:PB0,P,,
21218,7,Reading,21218,Redistrainer Secondary College,Fitts,Louie,R100000158D,7,Reading,A3:D0:F0,P,,
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Fitts,Louie,R100000158D,7,Grammar and Punctuation,F1,P,,
21217,7,Numeracy,21217,Phyllostoma Combined College,Warren,Allison,R100000139D,7,Numeracy,NC0:D1:C0:F0,P,,
21217,7,Writing,21217,Phyllostoma Combined College,Warren,Allison,R100000139D,7,Writing,,P,,
21217,7,Spelling,21217,Phyllostoma Combined College,Warren,Allison,R100000139D,7,Spelling,SA0:SB0:PD1,P,,
21217,7,Reading,21217,Phyllostoma Combined College,Warren,Allison,R100000139D,7,Reading,A1:B0:F0,P,,
21217,7,GrammarAndPunctuation,21217,Phyllostoma Combined College,Warren,Allison,R100000139D,7,Grammar and Punctuation,F1,P,,
21221,5,Spelling,21221,Wishram Combined College,Collins,Randal,R100000246G,5,Spelling,SA0:SB0:PD0,P,,
21221,5,Writing,21221,Wishram Combined College,Collins,Randal,R100000246G,5,Writing,,P,,
21221,5,GrammarAndPunctuation,21221,Wishram Combined College,Collins,Randal,R100000246G,5,Grammar and Punctuation,F1,P,,
21221,5,Reading,21221,Wishram Combined College,Collins,Randal,R100000246G,5,Reading,A0:D0:F0,P,,
21221,5,Numeracy,21221,Wishram Combined College,Collins,Randal,R100000246G,5,Numeracy,CA0:B1:E1,P,,
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Wilcox,Delores,R100000143E,3,Grammar and Punctuation,,A,,
21217,3,Reading,21217,Phyllostoma Combined College,Wilcox,Delores,R100000143E,3,Reading,A2:D0:C0,P,,
21217,3,Numeracy,21217,Phyllostoma Combined College,Wilcox,Delores,R100000143E,3,Numeracy,A3:D0:E0,P,,
21217,3,Spelling,21217,Phyllostoma Combined College,Wilcox,Delores,R100000143E,3,Spelling,SA1:SD1:PD0,P,,
21219,7,Numeracy,21219,Trotcozy Secondary College,Mork,Preston,R100000178S,7,Numeracy,A0:D0:C0:E1,P,,
21219,7,Writing,21219,Trotcozy Secondary College,Mork,Preston,R100000178S,7,Writing,,P,,
21219,7,Spelling,21219,Trotcozy Secondary College,Mork,Preston,R100000178S,7,Spelling,SA0:SB1:PB1,P,,
21219,7,Reading,21219,Trotcozy Secondary College,Mork,Preston,R100000178S,7,Reading,A1:D1:C0,P,,
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Mork,Preston,R100000178S,7,Grammar and Punctuation,C1,P,,
21221,3,GrammarAndPunctuation,21221,Wishram Combined College,Brandl,Kate,R100000225A,3,Grammar and Punctuation,F1,P,,
21221,3,Reading,21221,Wishram Combined College,Brandl,Kate,R100000225A,3,Reading,A3:D0:F0,P,,
21221,3,Numeracy,21221,Wishram Combined College,Brandl,Kate,R100000225A,3,Numeracy,CA1:D0:E1,P,,
21221,3,Spelling,21221,Wishram Combined College,Brandl,Kate,R100000225A,3,Spelling,SA0:SD0:PD0,P,,
21216,3,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Frederick,Jamie,R100000112A,3,Grammar and Punctuation,E0,P,,
21216,3,Reading,21216,Ophthalmoplegia Combined College,Frederick,Jamie,R100000112A,3,Reading,A2:D1:E1,P,,
21216,3,Numeracy,21216,Ophthalmoplegia Combined College,Frederick,Jamie,R100000112A,3,Numeracy,NC0:D1:F0,P,,
21216,3,Spelling,21216,Ophthalmoplegia Combined College,Frederick,Jamie,R100000112A,3,Spelling,,W,,
21217,7,Numeracy,21217,Phyllostoma Combined College,Valverde,Phyllis,R100000137K,7,Numeracy,CA1:B1:C0:E1,P,,
21217,7,Writing,21217,Phyllostoma Combined College,Valverde,Phyllis,R100000137K,7,Writing,,P,,
21217,7,Spelling,21217,Phyllostoma Combined College,Valverde,Phyllis,R100000137K,7,Spelling,SA0:SB1:PB0,P,,
21217,7,Reading,21217,Phyllostoma Combined College,Valverde,Phyllis,R100000137K,7,Reading,A0:D1:E1,P,,
21217,7,GrammarAndPunctuation,21217,Phyllostoma Combined College,Valverde,Phyllis,R100000137K,7,Grammar and Punctuation,E1,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Taylor,Miranda,R100000026P,3,Grammar and Punctuation,B0,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Taylor,Miranda,R100000026P,3,Reading,A2:C0:B1,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Taylor,Miranda,R100000026P,3,Numeracy,A0:B1:C0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Taylor,Miranda,R100000026P,3,Spelling,SA1:SB1:PB1,P,,
21218,9,Spelling,21218,Redistrainer Secondary College,Williams,Eunice,R100000173P,9,Spelling,SA0:SD1:PD1,P,,
21218,9,Writing,21218,Redistrainer Secondary College,Williams,Eunice,R100000173P,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Williams,Eunice,R100000173P,9,Grammar and Punctuation,E0,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Williams,Eunice,R100000173P,9,Reading,A2:D1:E1,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Williams,Eunice,R100000173P,9,Numeracy,A0:B1:C0:F0,S,,
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Bailey,Charlie,R100000119E,7,Numeracy,CA1:D0:E1:F0,P,,
21216,7,Writing,21216,Ophthalmoplegia Combined College,Bailey,Charlie,R100000119E,7,Writing,,P,,
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Bailey,Charlie,R100000119E,7,Spelling,SA1:SB0:PD0,P,,
21216,7,Reading,21216,Ophthalmoplegia Combined College,Bailey,Charlie,R100000119E,7,Reading,A3:D1:C0,P,,
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Bailey,Charlie,R100000119E,7,Grammar and Punctuation,C0,P,,
21215,9,Spelling,21215,Isovalerate Combined College,Ventimiglia,Karl,R100000085M,9,Spelling,SA0:SD1:PB0,P,,
21215,9,Writing,21215,Isovalerate Combined College,Ventimiglia,Karl,R100000085M,9,Writing,,P,,
21215,9,GrammarAndPunctuation,21215,Isovalerate Combined College,Ventimiglia,Karl,R100000085M,9,Grammar and Punctuation,C0,P,,
21215,9,Reading,21215,Isovalerate Combined College,Ventimiglia,Karl,R100000085M,9,Reading,A2:B1:C0,P,,
21215,9,Numeracy,21215,Isovalerate Combined College,Ventimiglia,Karl,R100000085M,9,Numeracy,CA1:B0:E0:F0,P,,
21213,5,Spelling,21213,Hippocentaur Primary College,Perkins,Louie,R100000049H,5,Spelling,SA0:SB0:PD1,P,,
21213,5,Writing,21213,Hippocentaur Primary College,Perkins,Louie,R100000049H,5,Writing,,P,,
21213,5,GrammarAndPunctuation,21213,Hippocentaur Primary College,Perkins,Louie,R100000049H,5,Grammar and Punctuation,B0,P,,
21213,5,Reading,21213,Hippocentaur Primary College,Perkins,Louie,R100000049H,5,Reading,A0:C0:B1,P,,
21213,5,Numeracy,21213,Hippocentaur Primary College,Perkins,Louie,R100000049H,5,Numeracy,,E,,
21214,5,Spelling,21214,Iliac Primary College,Gordon,Ashley,R100000065A,5,Spelling,,X,,
21214,5,Writing,21214,Iliac Primary College,Gordon,Ashley,R100000065A,5,Writing,,X,,
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Gordon,Ashley,R100000065A,5,Grammar and Punctuation,E0,P,,
21214,5,Reading,21214,Iliac Primary College,Gordon,Ashley,R100000065A,5,Reading,A3:B0:E0,P,,
21214,5,Numeracy,21214,Iliac Primary College,Gordon,Ashley,R100000065A,5,Numeracy,NC0:B1:E1,P,,
21218,9,Spelling,21218,Redistrainer Secondary College,Dye,Rex,R100000161K,9,Spelling,SA0:SD0:PB1,P,,
21218,9,Writing,21218,Redistrainer Secondary College,Dye,Rex,R100000161K,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Dye,Rex,R100000161K,9,Grammar and Punctuation,C1,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Dye,Rex,R100000161K,9,Reading,A3:B0:C0,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Dye,Rex,R100000161K,9,Numeracy,NC0:B1:E0:F0,P,,
21220,9,Spelling,21220,Unturpentined Secondary College,Plyler,Charity,R100000213G,9,Spelling,SA1:SD1:PD1,P,,
21220,9,Writing,21220,Unturpentined Secondary College,Plyler,Charity,R100000213G,9,Writing,,P,,
21220,9,GrammarAndPunctuation,21220,Unturpentined Secondary College,Plyler,Charity,R100000213G,9,Grammar and Punctuation,E1,P,,
21220,9,Reading,21220,Unturpentined Secondary College,Plyler,Charity,R100000213G,9,Reading,A1:D0:E0,P,,
21220,9,Numeracy,21220,Unturpentined Secondary College,Plyler,Charity,R100000213G,9,Numeracy,CA0:B1:C0:E0,P,,
21220,9,Spelling,21220,Unturpentined Secondary College,Cooley,Tony,R100000204E,9,Spelling,SA1:SD1:PB1,P,,
21220,9,Writing,21220,Unturpentined Secondary College,Cooley,Tony,R100000204E,9,Writing,,P,,
21220,9,GrammarAndPunctuation,21220,Unturpentined Secondary College,Cooley,Tony,R100000204E,9,Grammar and Punctuation,C1,P,,
21220,9,Reading,21220,Unturpentined Secondary College,Cooley,Tony,R100000204E,9,Reading,A3:D0:C0,P,,
21220,9,Numeracy,21220,Unturpentined Secondary College,Cooley,Tony,R100000204E,9,Numeracy,NC0:B1:C0:F0,P,,
21216,5,Spelling,21216,Ophthalmoplegia Combined College,Story,Julia,R100000122R,5,Spelling,SA0:SB1:PB0,S,,
21216,5,Writing,21216,Ophthalmoplegia Combined College,Story,Julia,R100000122R,5,Writing,,P,,
21216,5,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Story,Julia,R100000122R,5,Grammar and Punctuation,C0,R,,
21216,5,Reading,21216,Ophthalmoplegia Combined College,Story,Julia,R100000122R,5,Reading,A1:B1:C0,P,,
21216,5,Numeracy,21216,Ophthalmoplegia Combined College,Story,Julia,R100000122R,5,Numeracy,NC0:D1:E0,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Israel,Geri,R100000031P,3,Grammar and Punctuation,C1,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Israel,Geri,R100000031P,3,Reading,A3:B0:C0,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Israel,Geri,R100000031P,3,Numeracy,A3:B0:F0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Israel,Geri,R100000031P,3,Spelling,,X,,
21215,3,GrammarAndPunctuation,21215,Isovalerate Combined College,Buchanan,Su,R100000091G,3,Grammar and Punctuation,,C,,
21215,3,Reading,21215,Isovalerate Combined College,Buchanan,Su,R100000091G,3,Reading,A3:D0:F0,P,,
21215,3,Numeracy,21215,Isovalerate Combined College,Buchanan,Su,R100000091G,3,Numeracy,A2:D0:E0,P,,
21215,3,Spelling,21215,Isovalerate Combined College,Buchanan,Su,R100000091G,3,Spelling,SA0:SB1:PD0,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Guzman,Richard,R100000212M,7,Numeracy,NC0:D1:C0:E0,P,,
21220,7,Writing,21220,Unturpentined Secondary College,Guzman,Richard,R100000212M,7,Writing,,P,,
21220,7,Spelling,21220,Unturpentined Secondary College,Guzman,Richard,R100000212M,7,Spelling,SA1:SD1:PD1,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Guzman,Richard,R100000212M,7,Reading,A3:D0:C0,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Guzman,Richard,R100000212M,7,Grammar and Punctuation,C0,P,,
21215,9,Spelling,21215,Isovalerate Combined College,Coward,John,R100000095K,9,Spelling,SA1:SB1:PD1,R,,
21215,9,Writing,21215,Isovalerate Combined College,Coward,John,R100000095K,9,Writing,,P,,
21215,9,GrammarAndPunctuation,21215,Isovalerate Combined College,Coward,John,R100000095K,9,Grammar and Punctuation,F1,P,,
21215,9,Reading,21215,Isovalerate Combined College,Coward,John,R100000095K,9,Reading,A1:B1:F0,P,,
21215,9,Numeracy,21215,Isovalerate Combined College,Coward,John,R100000095K,9,Numeracy,,E,,
21219,7,Numeracy,21219,Trotcozy Secondary College,Cooper,Eleanor,R100000187P,7,Numeracy,CA1:B0:E1:F0,P,,
21219,7,Writing,21219,Trotcozy Secondary College,Cooper,Eleanor,R100000187P,7,Writing,,A,,
21219,7,Spelling,21219,Trotcozy Secondary College,Cooper,Eleanor,R100000187P,7,Spelling,SA1:SD1:PB0,P,,
21219,7,Reading,21219,Trotcozy Secondary College,Cooper,Eleanor,R100000187P,7,Reading,A0:D1:C0,P,,
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Cooper,Eleanor,R100000187P,7,Grammar and Punctuation,C0,P,,
21214,5,Spelling,21214,Iliac Primary College,Ebner,Rita,R100000073H,5,Spelling,SA1:SB0:PB1,P,,
21214,5,Writing,21214,Iliac Primary College,Ebner,Rita,R100000073H,5,Writing,,P,,
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Ebner,Rita,R100000073H,5,Grammar and Punctuation,F0,P,,
21214,5,Reading,21214,Iliac Primary College,Ebner,Rita,R100000073H,5,Reading,A0:D0:F0,P,,
21214,5,Numeracy,21214,Iliac Primary College,Ebner,Rita,R100000073H,5,Numeracy,NC1:D1:C0,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Howton,Kym,R100000045P,3,Grammar and Punctuation,C0,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Howton,Kym,R100000045P,3,Reading,A3:B1:C0,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Howton,Kym,R100000045P,3,Numeracy,A2:B1:F0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Howton,Kym,R100000045P,3,Spelling,SA1:SD1:PB1,P,,
21212,5,Spelling,21212,Anticapital Primary College,Howell,Dominique,R100000014M,5,Spelling,SA0:SD1:PB0,P,,
21212,5,Writing,21212,Anticapital Primary College,Howell,Dominique,R100000014M,5,Writing,,S,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Howell,Dominique,R100000014M,5,Grammar and Punctuation,B0,P,,
21212,5,Reading,21212,Anticapital Primary College,Howell,Dominique,R100000014M,5,Reading,A1:C0:B0,P,,
21212,5,Numeracy,21212,Anticapital Primary College,Howell,Dominique,R100000014M,5,Numeracy,,E,,
21221,7,Numeracy,21221,Wishram Combined College,Christiansen,Alonzo,R100000242E,7,Numeracy,NC1:B1:C0:F0,P,,
21221,7,Writing,21221,Wishram Combined College,Christiansen,Alonzo,R100000242E,7,Writing,,E,,
21221,7,Spelling,21221,Wishram Combined College,Christiansen,Alonzo,R100000242E,7,Spelling,SA1:SD1:PD1,P,,
21221,7,Reading,21221,Wishram Combined College,Christiansen,Alonzo,R100000242E,7,Reading,A2:B0:C0,P,,
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Christiansen,Alonzo,R100000242E,7,Grammar and Punctuation,,A,,
21221,3,GrammarAndPunctuation,21221,Wishram Combined College,Nagel,Shellie,R100000239S,3,Grammar and Punctuation,E1,P,,
21221,3,Reading,21221,Wishram Combined College,Nagel,Shellie,R100000239S,3,Reading,A1:D0:E0,P,,
21221,3,Numeracy,21221,Wishram Combined College,Nagel,Shellie,R100000239S,3,Numeracy,CA1:B0:E0,P,,
21221,3,Spelling,21221,Wishram Combined College,Nagel,Shellie,R100000239S,3,Spelling,SA0:SB0:PB0,P,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Ventimiglia,Laurene,R100000067G,3,Grammar and Punctuation,B0,P,,
21214,3,Reading,21214,Iliac Primary College,Ventimiglia,Laurene,R100000067G,3,Reading,A1:C0:B0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Ventimiglia,Laurene,R100000067G,3,Numeracy,NC1:D1:F0,P,,
21214,3,Spelling,21214,Iliac Primary College,Ventimiglia,Laurene,R100000067G,3,Spelling,,W,,
21215,5,Spelling,21215,Isovalerate Combined College,Connelly,Beatrice,R100000082E,5,Spelling,SA1:SD1:PB1,P,,
21215,5,Writing,21215,Isovalerate Combined College,Connelly,Beatrice,R100000082E,5,Writing,,R,,
21215,5,GrammarAndPunctuation,21215,Isovalerate Combined College,Connelly,Beatrice,R100000082E,5,Grammar and Punctuation,C1,P,,
21215,5,Reading,21215,Isovalerate Combined College,Connelly,Beatrice,R100000082E,5,Reading,A3:D0:C0,P,,
