School,YrLevel,Domain,ACARA ID,School Name,Family Name,Given Name,Student PSI,SRN,Year Level,Test Level,Test Domain,Domain Band,Raw Score,Scaled Score,Parallel Path,Participation
21217,7,GrammarAndPunctuation,21217,Phyllostoma Combined College,Lloyd,Tisha,R100000130P,750413097,7,7,Grammar and Punctuation,0,0.0,0.0,E0,R
21221,5,Spelling,21221,Wishram Combined College,Dallas,Johnathan,R100000244S,847017452,5,5,Spelling,,,,,E
21221,5,Writing,21221,Wishram Combined College,Dallas,Johnathan,R100000244S,847017452,5,5,Writing,4,0.00,425.00,,P
21221,5,GrammarAndPunctuation,21221,Wishram Combined College,Dallas,Johnathan,R100000244S,847017452,5,5,Grammar and Punctuation,0,0.00,0.00,B0,P
21221,5,Reading,21221,Wishram Combined College,Dallas,Johnathan,R100000244S,847017452,5,5,Reading,7,34.00,538.33,A3:C0:B1,P
21221,5,Numeracy,21221,Wishram Combined College,Dallas,Johnathan,R100000244S,847017452,5,5,Numeracy,6,32.00,531.67,CA1:D0:C0,P
21218,9,Spelling,21218,Redistrainer Secondary College,Kummer,Audry,R100000152G,3596939,9,9,Spelling,8,16.00,601.00,SA1:SD0:PD0,P
21218,9,Writing,21218,Redistrainer Secondary College,Kummer,Audry,R100000152G,3596939,9,9,Writing,6,0.00,505.00,,P
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Kummer,Audry,R100000152G,3596939,9,9,Grammar and Punctuation,8,16.00,601.00,C0,P
21218,9,Reading,21218,Redistrainer Secondary College,Kummer,Audry,R100000152G,3596939,9,9,Reading,8,35.00,614.38,A1:B0:C0,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Kummer,Audry,R100000152G,3596939,9,9,Numeracy,8,33.00,608.12,A2:B1:E1:F0,P
21218,7,Numeracy,21218,Redistrainer Secondary College,Countess,Nathan,R100000154P,838740156,7,7,Numeracy,7,33.00,578.12,A2:B0:E0:F0,P
21218,7,Writing,21218,Redistrainer Secondary College,Countess,Nathan,R100000154P,838740156,7,7,Writing,9,1.00,625.00,,P
21218,7,Spelling,21218,Redistrainer Secondary College,Countess,Nathan,R100000154P,838740156,7,7,Spelling,7,18.00,583.00,SA0:SB0:PD1,P
21218,7,Reading,21218,Redistrainer Secondary College,Countess,Nathan,R100000154P,838740156,7,7,Reading,7,28.00,562.50,A1:B0:C0,P
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Countess,Nathan,R100000154P,838740156,7,7,Grammar and Punctuation,7,18.00,583.00,C1,P
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Fitts,Adam,R100000055S,502150920,3,3,Grammar and Punctuation,5,16.00,411.00,F0,P
21214,3,Reading,21214,Iliac Primary College,Fitts,Adam,R100000055S,502150920,3,3,Reading,5,24.00,407.31,A1:B0:F0,P
21214,3,Numeracy,21214,Iliac Primary College,Fitts,Adam,R100000055S,502150920,3,3,Numeracy,5,29.00,426.54,A0:B1:F0,P
21214,3,Spelling,21214,Iliac Primary College,Fitts,Adam,R100000055S,502150920,3,3,Spelling,,,,,A
21218,9,Spelling,21218,Redistrainer Secondary College,Howard,Annabelle,R100000165M,790764867,9,9,Spelling,9,19.00,619.00,SA1:SB0:PB0,P
21218,9,Writing,21218,Redistrainer Secondary College,Howard,Annabelle,R100000165M,790764867,9,9,Writing,,,,,S
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Howard,Annabelle,R100000165M,790764867,9,9,Grammar and Punctuation,0,0.00,0.00,B0,P
21218,9,Reading,21218,Redistrainer Secondary College,Howard,Annabelle,R100000165M,790764867,9,9,Reading,9,37.00,620.62,A1:C0:B0,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Howard,Annabelle,R100000165M,790764867,9,9,Numeracy,8,44.00,608.12,CA0:B1:C0:E1,P
21216,5,Spelling,21216,Ophthalmoplegia Combined College,Harrison,Luetta,R100000120D,405246056,5,5,Spelling,,,,,W
21216,5,Writing,21216,Ophthalmoplegia Combined College,Harrison,Luetta,R100000120D,405246056,5,5,Writing,,,,,X
21216,5,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Harrison,Luetta,R100000120D,405246056,5,5,Grammar and Punctuation,6,16.00,521.00,F1,P
21216,5,Reading,21216,Ophthalmoplegia Combined College,Harrison,Luetta,R100000120D,405246056,5,5,Reading,,,,A2:B1:F0,S
21216,5,Numeracy,21216,Ophthalmoplegia Combined College,Harrison,Luetta,R100000120D,405246056,5,5,Numeracy,6,30.00,525.00,A1:B1:E0,P
21220,9,Spelling,21220,Unturpentined Secondary College,Rayl,Kimberly,R100000223E,881111799,9,9,Spelling,8,17.00,607.00,SA1:SB1:PB1,P
21220,9,Writing,21220,Unturpentined Secondary College,Rayl,Kimberly,R100000223E,881111799,9,9,Writing,6,0.00,505.00,,P
21220,9,GrammarAndPunctuation,21220,Unturpentined Secondary College,Rayl,Kimberly,R100000223E,881111799,9,9,Grammar and Punctuation,8,15.00,595.00,E0,P
21220,9,Reading,21220,Unturpentined Secondary College,Rayl,Kimberly,R100000223E,881111799,9,9,Reading,8,30.00,598.75,A0:B1:E0,P
21220,9,Numeracy,21220,Unturpentined Secondary College,Rayl,Kimberly,R100000223E,881111799,9,9,Numeracy,8,41.00,601.09,NC1:B1:E1:F0,P
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Harper,Courtney,R100000124E,332886320,7,7,Numeracy,8,37.00,590.62,A1:D0:C0:E0,P
21216,7,Writing,21216,Ophthalmoplegia Combined College,Harper,Courtney,R100000124E,332886320,7,7,Writing,9,1.00,625.00,,P
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Harper,Courtney,R100000124E,332886320,7,7,Spelling,8,20.00,595.00,SA1:SD1:PD0,P
21216,7,Reading,21216,Ophthalmoplegia Combined College,Harper,Courtney,R100000124E,332886320,7,7,Reading,7,30.00,568.75,A0:B0:E0,P
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Harper,Courtney,R100000124E,332886320,7,7,Grammar and Punctuation,7,18.00,583.00,E1,P
21219,9,Spelling,21219,Trotcozy Secondary College,Manders,Jasper,R100000181E,123271330,9,9,Spelling,,,,SA1:SD0:PB0,S
21219,9,Writing,21219,Trotcozy Secondary College,Manders,Jasper,R100000181E,123271330,9,9,Writing,,,,,W
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Manders,Jasper,R100000181E,123271330,9,9,Grammar and Punctuation,9,21.00,631.00,E1,P
21219,9,Reading,21219,Trotcozy Secondary College,Manders,Jasper,R100000181E,123271330,9,9,Reading,9,38.00,623.75,A1:B0:E1,P
21219,9,Numeracy,21219,Trotcozy Secondary College,Manders,Jasper,R100000181E,123271330,9,9,Numeracy,9,50.00,622.19,CA0:D1:C0:F0,P
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Condon,Reiko,R100000039E,693417314,3,3,Grammar and Punctuation,0,0.00,0.00,G0,P
21213,3,Reading,21213,Hippocentaur Primary College,Condon,Reiko,R100000039E,693417314,3,3,Reading,,,,,X
21213,3,Numeracy,21213,Hippocentaur Primary College,Condon,Reiko,R100000039E,693417314,3,3,Numeracy,5,20.00,391.92,NC1:D1:F0,P
21213,3,Spelling,21213,Hippocentaur Primary College,Condon,Reiko,R100000039E,693417314,3,3,Spelling,5,15.00,405.00,SA0:SD0:PD0,P
21216,9,Spelling,21216,Ophthalmoplegia Combined College,Roderick,Gilbert,R100000104K,173885081,9,9,Spelling,8,16.00,601.00,SA0:SB1:PD0,P
21216,9,Writing,21216,Ophthalmoplegia Combined College,Roderick,Gilbert,R100000104K,173885081,9,9,Writing,10,1.00,655.00,,P
21216,9,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Roderick,Gilbert,R100000104K,173885081,9,9,Grammar and Punctuation,9,19.00,619.00,C1,P
21216,9,Reading,21216,Ophthalmoplegia Combined College,Roderick,Gilbert,R100000104K,173885081,9,9,Reading,9,37.00,620.62,A0:B0:C0,P
21216,9,Numeracy,21216,Ophthalmoplegia Combined College,Roderick,Gilbert,R100000104K,173885081,9,9,Numeracy,8,46.00,612.81,NC0:D0:E0:F0,P
21218,9,Spelling,21218,Redistrainer Secondary College,Hedstrom,Clay,R100000164S,215533833,9,9,Spelling,9,19.00,619.00,SA0:SD1:PD0,P
21218,9,Writing,21218,Redistrainer Secondary College,Hedstrom,Clay,R100000164S,215533833,9,9,Writing,10,1.00,655.00,,P
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Hedstrom,Clay,R100000164S,215533833,9,9,Grammar and Punctuation,8,17.00,607.00,E0,P
21218,9,Reading,21218,Redistrainer Secondary College,Hedstrom,Clay,R100000164S,215533833,9,9,Reading,8,33.00,608.12,A1:D1:E0,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Hedstrom,Clay,R100000164S,215533833,9,9,Numeracy,8,34.00,611.25,A3:D1:E1:F0,P
21219,9,Spelling,21219,Trotcozy Secondary College,Mcbride,Wilton,R100000189M,639404255,9,9,Spelling,8,15.00,595.00,SA1:SB0:PB1,P
21219,9,Writing,21219,Trotcozy Secondary College,Mcbride,Wilton,R100000189M,639404255,9,9,Writing,10,1.00,655.00,,P
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Mcbride,Wilton,R100000189M,639404255,9,9,Grammar and Punctuation,9,21.00,631.00,E1,P
21219,9,Reading,21219,Trotcozy Secondary College,Mcbride,Wilton,R100000189M,639404255,9,9,Reading,8,33.00,608.12,A2:B1:E0,P
21219,9,Numeracy,21219,Trotcozy Secondary College,Mcbride,Wilton,R100000189M,639404255,9,9,Numeracy,8,33.00,608.12,A2:D1:C0:E0,P
21218,9,Spelling,21218,Redistrainer Secondary College,Messer,Ryan,R100000159S,519386903,9,9,Spelling,9,19.00,619.00,SA0:SD1:PD0,P
21218,9,Writing,21218,Redistrainer Secondary College,Messer,Ryan,R100000159S,519386903,9,9,Writing,6,0.00,505.00,,P
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Messer,Ryan,R100000159S,519386903,9,9,Grammar and Punctuation,9,19.00,619.00,C0,P
21218,9,Reading,21218,Redistrainer Secondary College,Messer,Ryan,R100000159S,519386903,9,9,Reading,8,31.00,601.88,A3:D1:C0,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Messer,Ryan,R100000159S,519386903,9,9,Numeracy,8,33.00,608.12,A2:D1:C0:E0,P
21219,9,Spelling,21219,Trotcozy Secondary College,Yamada,Ervin,R100000196D,191846225,9,9,Spelling,,,,,W
21219,9,Writing,21219,Trotcozy Secondary College,Yamada,Ervin,R100000196D,191846225,9,9,Writing,10,1.00,655.00,,P
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Yamada,Ervin,R100000196D,191846225,9,9,Grammar and Punctuation,9,19.00,619.00,F0,P
21219,9,Reading,21219,Trotcozy Secondary College,Yamada,Ervin,R100000196D,191846225,9,9,Reading,8,33.00,608.12,A0:B0:F0,P
21219,9,Numeracy,21219,Trotcozy Secondary College,Yamada,Ervin,R100000196D,191846225,9,9,Numeracy,8,45.00,610.47,NC1:D1:C0:E1,P
21216,5,Spelling,21216,Ophthalmoplegia Combined College,Willett,Geralyn,R100000103R,938696651,5,5,Spelling,6,17.00,527.00,SA0:SB0:PB0,P
21216,5,Writing,21216,Ophthalmoplegia Combined College,Willett,Geralyn,R100000103R,938696651,5,5,Writing,4,0.00,425.00,,P
21216,5,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Willett,Geralyn,R100000103R,938696651,5,5,Grammar and Punctuation,6,18.00,533.00,C1,P
21216,5,Reading,21216,Ophthalmoplegia Combined College,Willett,Geralyn,R100000103R,938696651,5,5,Reading,6,31.00,528.33,A1:D1:C0,P
21216,5,Numeracy,21216,Ophthalmoplegia Combined College,Willett,Geralyn,R100000103R,938696651,5,5,Numeracy,6,33.00,535.00,CA0:D0:E0,P
21212,5,Spelling,21212,Anticapital Primary College,Cooper,Beth,R100000022S,636164925,5,5,Spelling,6,17.00,527.00,SA0:SD1:PB1,P
21212,5,Writing,21212,Anticapital Primary College,Cooper,Beth,R100000022S,636164925,5,5,Writing,4,0.00,425.00,,P
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Cooper,Beth,R100000022S,636164925,5,5,Grammar and Punctuation,7,20.00,545.00,C1,P
21212,5,Reading,21212,Anticapital Primary College,Cooper,Beth,R100000022S,636164925,5,5,Reading,6,31.00,528.33,A2:D1:C0,P
21212,5,Numeracy,21212,Anticapital Primary College,Cooper,Beth,R100000022S,636164925,5,5,Numeracy,,,,,E
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Raap,Roosevelt,R100000118K,61996937,7,7,Numeracy,7,33.00,578.12,A1:B0:E0:F0,P
21216,7,Writing,21216,Ophthalmoplegia Combined College,Raap,Roosevelt,R100000118K,61996937,7,7,Writing,5,0.00,475.00,,P
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Raap,Roosevelt,R100000118K,61996937,7,7,Spelling,8,20.00,595.00,SA1:SB1:PD1,P
21216,7,Reading,21216,Ophthalmoplegia Combined College,Raap,Roosevelt,R100000118K,61996937,7,7,Reading,,,,,X
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Raap,Roosevelt,R100000118K,61996937,7,7,Grammar and Punctuation,0,0.00,0.00,G0,P
21219,7,Numeracy,21219,Trotcozy Secondary College,Richardson,Marge,R100000182D,208115536,7,7,Numeracy,,,,,E
21219,7,Writing,21219,Trotcozy Secondary College,Richardson,Marge,R100000182D,208115536,7,7,Writing,9,1.00,625.00,,P
21219,7,Spelling,21219,Trotcozy Secondary College,Richardson,Marge,R100000182D,208115536,7,7,Spelling,7,18.00,583.00,SA1:SD1:PD1,P
21219,7,Reading,21219,Trotcozy Secondary College,Richardson,Marge,R100000182D,208115536,7,7,Reading,,,,,E
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Richardson,Marge,R100000182D,208115536,7,7,Grammar and Punctuation,0,0.00,0.00,G0,P
21213,5,Spelling,21213,Hippocentaur Primary College,Williams,Felipe,R100000046A,442186590,5,5,Spelling,6,18.00,533.00,SA0:SD0:PD0,P
21213,5,Writing,21213,Hippocentaur Primary College,Williams,Felipe,R100000046A,442186590,5,5,Writing,4,0.00,425.00,,P
21213,5,GrammarAndPunctuation,21213,Hippocentaur Primary College,Williams,Felipe,R100000046A,442186590,5,5,Grammar and Punctuation,,,,,W
21213,5,Reading,21213,Hippocentaur Primary College,Williams,Felipe,R100000046A,442186590,5,5,Reading,6,32.00,531.67,A3:C0:B1,P
21213,5,Numeracy,21213,Hippocentaur Primary College,Williams,Felipe,R100000046A,442186590,5,5,Numeracy,6,31.00,528.33,NC0:B0:F0,P
21215,7,Numeracy,21215,Isovalerate Combined College,Carpenter,Samuel,R100000097D,98968203,7,7,Numeracy,,,,,X
21215,7,Writing,21215,Isovalerate Combined College,Carpenter,Samuel,R100000097D,98968203,7,7,Writing,9,1.00,625.00,,P
21215,7,Spelling,21215,Isovalerate Combined College,Carpenter,Samuel,R100000097D,98968203,7,7,Spelling,7,17.00,577.00,SA0:SD1:PB0,P
21215,7,Reading,21215,Isovalerate Combined College,Carpenter,Samuel,R100000097D,98968203,7,7,Reading,7,34.00,581.25,A2:B1:C0,P
21215,7,GrammarAndPunctuation,21215,Isovalerate Combined College,Carpenter,Samuel,R100000097D,98968203,7,7,Grammar and Punctuation,7,15.00,565.00,C0,P
21212,5,Spelling,21212,Anticapital Primary College,Ferguson,Boyce,R100000003S,480454001,5,5,Spelling,7,21.00,551.00,SA0:SD0:PD0,P
21212,5,Writing,21212,Anticapital Primary College,Ferguson,Boyce,R100000003S,480454001,5,5,Writing,8,1.00,575.00,,P
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Ferguson,Boyce,R100000003S,480454001,5,5,Grammar and Punctuation,6,16.00,521.00,F0,P
21212,5,Reading,21212,Anticapital Primary College,Ferguson,Boyce,R100000003S,480454001,5,5,Reading,6,32.00,531.67,A3:D1:F0,P
21212,5,Numeracy,21212,Anticapital Primary College,Ferguson,Boyce,R100000003S,480454001,5,5,Numeracy,,,,,E
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Whitaker,Geraldine,R100000149P,451780512,3,3,Grammar and Punctuation,0,0.00,0.00,B0,P
21217,3,Reading,21217,Phyllostoma Combined College,Whitaker,Geraldine,R100000149P,451780512,3,3,Reading,5,27.00,418.85,A2:C0:B0,P
21217,3,Numeracy,21217,Phyllostoma Combined College,Whitaker,Geraldine,R100000149P,451780512,3,3,Numeracy,5,26.00,415.00,NC0:D1:E1,P
21217,3,Spelling,21217,Phyllostoma Combined College,Whitaker,Geraldine,R100000149P,451780512,3,3,Spelling,5,18.00,423.00,SA1:SD1:PB1,P
21216,9,Spelling,21216,Ophthalmoplegia Combined College,Lee,Jess,R100000101D,280606363,9,9,Spelling,8,17.00,607.00,SA1:SB0:PB1,P
21216,9,Writing,21216,Ophthalmoplegia Combined College,Lee,Jess,R100000101D,280606363,9,9,Writing,6,0.00,505.00,,P
21216,9,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Lee,Jess,R100000101D,280606363,9,9,Grammar and Punctuation,,,,,X
21216,9,Reading,21216,Ophthalmoplegia Combined College,Lee,Jess,R100000101D,280606363,9,9,Reading,9,37.00,620.62,A1:B0:E1,P
21216,9,Numeracy,21216,Ophthalmoplegia Combined College,Lee,Jess,R100000101D,280606363,9,9,Numeracy,8,29.00,595.62,A0:D1:C0:E0,P
21216,9,Spelling,21216,Ophthalmoplegia Combined College,Terrell,Mack,R100000100E,913745090,9,9,Spelling,,,,,A
21216,9,Writing,21216,Ophthalmoplegia Combined College,Terrell,Mack,R100000100E,913745090,9,9,Writing,10,1.00,655.00,,P
21216,9,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Terrell,Mack,R100000100E,913745090,9,9,Grammar and Punctuation,,,,,A
21216,9,Reading,21216,Ophthalmoplegia Combined College,Terrell,Mack,R100000100E,913745090,9,9,Reading,8,34.00,611.25,A1:D0:F0,P
21216,9,Numeracy,21216,Ophthalmoplegia Combined College,Terrell,Mack,R100000100E,913745090,9,9,Numeracy,8,35.00,614.38,A1:D1:C0:E1,P
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Gross,Roy,R100000043K,588674056,3,3,Grammar and Punctuation,5,17.00,417.00,E1,P
21213,3,Reading,21213,Hippocentaur Primary College,Gross,Roy,R100000043K,588674056,3,3,Reading,5,28.00,422.69,A3:B1:E1,P
21213,3,Numeracy,21213,Hippocentaur Primary College,Gross,Roy,R100000043K,588674056,3,3,Numeracy,0,0.0,0.0,CA1:D1:C0,R
21213,3,Spelling,21213,Hippocentaur Primary College,Gross,Roy,R100000043K,588674056,3,3,Spelling,6,20.00,435.00,SA1:SD1:PD1,P
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Alvarez,Shannon,R100000063E,816387482,3,3,Grammar and Punctuation,5,18.00,423.00,F1,P
21214,3,Reading,21214,Iliac Primary College,Alvarez,Shannon,R100000063E,816387482,3,3,Reading,5,25.00,411.15,A1:D1:F0,P
21214,3,Numeracy,21214,Iliac Primary College,Alvarez,Shannon,R100000063E,816387482,3,3,Numeracy,,,,,C
21214,3,Spelling,21214,Iliac Primary College,Alvarez,Shannon,R100000063E,816387482,3,3,Spelling,5,17.00,417.00,SA0:SB0:PD1,P
21216,5,Spelling,21216,Ophthalmoplegia Combined College,Leblanc,Ronnie,R100000102S,596726414,5,5,Spelling,7,19.00,539.00,SA0:SD0:PB0,P
21216,5,Writing,21216,Ophthalmoplegia Combined College,Leblanc,Ronnie,R100000102S,596726414,5,5,Writing,4,0.00,425.00,,P
21216,5,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Leblanc,Ronnie,R100000102S,596726414,5,5,Grammar and Punctuation,7,19.00,539.00,F0,P
21216,5,Reading,21216,Ophthalmoplegia Combined College,Leblanc,Ronnie,R100000102S,596726414,5,5,Reading,6,33.00,535.00,A1:B1:F0,P
21216,5,Numeracy,21216,Ophthalmoplegia Combined College,Leblanc,Ronnie,R100000102S,596726414,5,5,Numeracy,6,32.00,531.67,A3:D0:C0,P
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Ashby,James,R100000056R,677320433,3,3,Grammar and Punctuation,6,19.00,429.00,E1,P
21214,3,Reading,21214,Iliac Primary College,Ashby,James,R100000056R,677320433,3,3,Reading,5,26.00,415.00,A2:D0:E0,P
21214,3,Numeracy,21214,Iliac Primary College,Ashby,James,R100000056R,677320433,3,3,Numeracy,,,,,E
21214,3,Spelling,21214,Iliac Primary College,Ashby,James,R100000056R,677320433,3,3,Spelling,,,,,E
21219,7,Numeracy,21219,Trotcozy Secondary College,Patton,Rudy,R100000177D,19038510,7,7,Numeracy,7,45.00,580.47,CA1:D1:C0:E0,P
21219,7,Writing,21219,Trotcozy Secondary College,Patton,Rudy,R100000177D,19038510,7,7,Writing,9,1.00,625.00,,P
21219,7,Spelling,21219,Trotcozy Secondary College,Patton,Rudy,R100000177D,19038510,7,7,Spelling,7,17.00,577.00,SA0:SD0:PB1,P
21219,7,Reading,21219,Trotcozy Secondary College,Patton,Rudy,R100000177D,19038510,7,7,Reading,7,34.00,581.25,A0:B0:F0,P
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Patton,Rudy,R100000177D,19038510,7,7,Grammar and Punctuation,7,17.00,577.00,F0,P
21215,3,GrammarAndPunctuation,21215,Isovalerate Combined College,Harder,Laurie,R100000093P,456292396,3,3,Grammar and Punctuation,0,0.00,0.00,G0,P
21215,3,Reading,21215,Isovalerate Combined College,Harder,Laurie,R100000093P,456292396,3,3,Reading,,,,,E
21215,3,Numeracy,21215,Isovalerate Combined College,Harder,Laurie,R100000093P,456292396,3,3,Numeracy,5,24.00,407.31,A0:B1:E0,P
21215,3,Spelling,21215,Isovalerate Combined College,Harder,Laurie,R100000093P,456292396,3,3,Spelling,6,20.00,435.00,SA1:SD0:PB1,P
21219,9,Spelling,21219,Trotcozy Secondary College,Guardado,Anita,R100000188A,739477588,9,9,Spelling,9,20.00,625.00,SA0:SD1:PB1,P
21219,9,Writing,21219,Trotcozy Secondary College,Guardado,Anita,R100000188A,739477588,9,9,Writing,6,0.00,505.00,,P
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Guardado,Anita,R100000188A,739477588,9,9,Grammar and Punctuation,9,19.00,619.00,F0,P
21219,9,Reading,21219,Trotcozy Secondary College,Guardado,Anita,R100000188A,739477588,9,9,Reading,8,30.00,598.75,A3:B0:F0,P
21219,9,Numeracy,21219,Trotcozy Secondary College,Guardado,Anita,R100000188A,739477588,9,9,Numeracy,8,46.00,612.81,NC1:B1:C0:F0,P
21218,7,Numeracy,21218,Redistrainer Secondary College,Gallagher,Roger,R100000170M,827601145,7,7,Numeracy,7,32.00,575.00,A2:D1:E1:F0,P
21218,7,Writing,21218,Redistrainer Secondary College,Gallagher,Roger,R100000170M,827601145,7,7,Writing,5,0.00,475.00,,P
21218,7,Spelling,21218,Redistrainer Secondary College,Gallagher,Roger,R100000170M,827601145,7,7,Spelling,7,15.00,565.00,SA0:SD0:PB0,P
21218,7,Reading,21218,Redistrainer Secondary College,Gallagher,Roger,R100000170M,827601145,7,7,Reading,0,0.0,0.0,A3:D1:C0,R
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Gallagher,Roger,R100000170M,827601145,7,7,Grammar and Punctuation,7,16.00,571.00,C0,P
21215,7,Numeracy,21215,Isovalerate Combined College,Cooper,Elsie,R100000090M,787768836,7,7,Numeracy,8,53.00,599.22,NC1:D0:C0:E1,P
21215,7,Writing,21215,Isovalerate Combined College,Cooper,Elsie,R100000090M,787768836,7,7,Writing,,,,,A
21215,7,Spelling,21215,Isovalerate Combined College,Cooper,Elsie,R100000090M,787768836,7,7,Spelling,,,,,X
21215,7,Reading,21215,Isovalerate Combined College,Cooper,Elsie,R100000090M,787768836,7,7,Reading,8,36.00,587.50,A3:C0:B1,P
21215,7,GrammarAndPunctuation,21215,Isovalerate Combined College,Cooper,Elsie,R100000090M,787768836,7,7,Grammar and Punctuation,0,0.00,0.00,B0,P
21221,7,Numeracy,21221,Wishram Combined College,Hester,Damaris,R100000241K,311818401,7,7,Numeracy,7,45.00,580.47,NC1:D0:C0:F0,P
21221,7,Writing,21221,Wishram Combined College,Hester,Damaris,R100000241K,311818401,7,7,Writing,,,,,X
21221,7,Spelling,21221,Wishram Combined College,Hester,Damaris,R100000241K,311818401,7,7,Spelling,7,18.00,583.00,SA1:SB0:PB1,P
21221,7,Reading,21221,Wishram Combined College,Hester,Damaris,R100000241K,311818401,7,7,Reading,7,32.00,575.00,A0:D1:C0,P
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Hester,Damaris,R100000241K,311818401,7,7,Grammar and Punctuation,8,20.00,595.00,C0,P
21221,9,Spelling,21221,Wishram Combined College,Harder,Mathew,R100000230A,674837975,9,9,Spelling,8,18.00,613.00,SA1:SD1:PD0,P
21221,9,Writing,21221,Wishram Combined College,Harder,Mathew,R100000230A,674837975,9,9,Writing,10,1.00,655.00,,P
21221,9,GrammarAndPunctuation,21221,Wishram Combined College,Harder,Mathew,R100000230A,674837975,9,9,Grammar and Punctuation,9,20.00,625.00,F1,P
21221,9,Reading,21221,Wishram Combined College,Harder,Mathew,R100000230A,674837975,9,9,Reading,9,41.00,633.12,A2:D1:F0,P
21221,9,Numeracy,21221,Wishram Combined College,Harder,Mathew,R100000230A,674837975,9,9,Numeracy,8,47.00,615.16,NC0:B0:E0:F0,P
21219,7,Numeracy,21219,Trotcozy Secondary College,Garcia,Damaris,R100000184R,914850904,7,7,Numeracy,8,50.00,592.19,CA0:D0:E1:F0,P
21219,7,Writing,21219,Trotcozy Secondary College,Garcia,Damaris,R100000184R,914850904,7,7,Writing,5,0.00,475.00,,P
21219,7,Spelling,21219,Trotcozy Secondary College,Garcia,Damaris,R100000184R,914850904,7,7,Spelling,7,18.00,583.00,SA0:SB0:PB1,P
21219,7,Reading,21219,Trotcozy Secondary College,Garcia,Damaris,R100000184R,914850904,7,7,Reading,7,31.00,571.88,A2:D0:E1,P
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Garcia,Damaris,R100000184R,914850904,7,7,Grammar and Punctuation,7,13.00,553.00,E0,P
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Ramey,Megan,R100000007P,6376495,3,3,Grammar and Punctuation,0,0.00,0.00,G0,P
21212,3,Reading,21212,Anticapital Primary College,Ramey,Megan,R100000007P,6376495,3,3,Reading,,,,,E
21212,3,Numeracy,21212,Anticapital Primary College,Ramey,Megan,R100000007P,6376495,3,3,Numeracy,,,,CA0:D0:E1,S
21212,3,Spelling,21212,Anticapital Primary College,Ramey,Megan,R100000007P,6376495,3,3,Spelling,5,18.00,423.00,SA0:SD0:PB0,P
21218,7,Numeracy,21218,Redistrainer Secondary College,Freeman,Clark,R100000168P,800854531,7,7,Numeracy,7,33.00,578.12,A3:B1:E1:F0,P
21218,7,Writing,21218,Redistrainer Secondary College,Freeman,Clark,R100000168P,800854531,7,7,Writing,9,1.00,625.00,,P
21218,7,Spelling,21218,Redistrainer Secondary College,Freeman,Clark,R100000168P,800854531,7,7,Spelling,7,17.00,577.00,SA1:SB1:PD0,P
21218,7,Reading,21218,Redistrainer Secondary College,Freeman,Clark,R100000168P,800854531,7,7,Reading,,,,,E
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Freeman,Clark,R100000168P,800854531,7,7,Grammar and Punctuation,0,0.00,0.00,G0,P
21213,5,Spelling,21213,Hippocentaur Primary College,Barnes,Felipe,R100000036S,476393126,5,5,Spelling,,,,,C
